age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
0.02739726,Private,0.360051217,HS-grad,0.13559322,Married-AF-spouse,Adm-clerical,Wife,White,Female,0.244897959,United-States,<=50K
0.424657534,Self-emp-not-inc,0.170495575,Assoc-acdm,0.186440678,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.397959184,United-States,<=50K
0.191780822,Private,0.335411582,9th,0.06779661,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.428571429,United-States,<=50K
0.493150685,Self-emp-not-inc,0.05009297,Bachelors,0.203389831,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.397959184,United-States,<=50K
0.095890411,Private,0.107569802,Bachelors,0.203389831,Married-civ-spouse,Tech-support,Husband,White,Male,0.5,United-States,<=50K
0.438356164,Private,0.05426489,HS-grad,0.13559322,Separated,Adm-clerical,Unmarried,White,Female,0.397959184,United-States,<=50K
0.109589041,Private,0.187166245,HS-grad,0.13559322,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.346938776,United-States,<=50K
0.547945205,Federal-gov,0.219765319,Bachelors,0.203389831,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.397959184,United-States,>50K
0.493150685,Private,0.088094041,HS-grad,0.13559322,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.37755102,United-States,<=50K
0.369863014,Private,0.077203644,Masters,0.220338983,Divorced,Exec-managerial,Unmarried,White,Female,0.397959184,United-States,<=50K
0.328767123,State-gov,0.059003543,Assoc-voc,0.169491525,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,<=50K
0.164383562,Private,0.174570205,Assoc-voc,0.169491525,Never-married,Prof-specialty,Not-in-family,White,Male,0.428571429,United-States,<=50K
0.109589041,Private,0.011836087,Some-college,0.152542373,Married-civ-spouse,Others,Wife,Other,Female,0.397959184,United-States,<=50K
0.410958904,Private,0.025143775,Prof-school,0.237288136,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.602040816,Honduras,>50K
0.452054795,Federal-gov,0.161044123,Bachelors,0.203389831,Divorced,Exec-managerial,Not-in-family,White,Male,0.551020408,United-States,>50K
0.410958904,Self-emp-inc,0.064602161,HS-grad,0.13559322,Divorced,Exec-managerial,Not-in-family,White,Male,0.602040816,United-States,<=50K
0.356164384,Private,0.151796776,Some-college,0.152542373,Married-civ-spouse,Tech-support,Husband,White,Male,0.397959184,United-States,>50K
0.397260274,Private,0.137286905,5th-6th,0.033898305,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.397959184,Mexico,<=50K
0.246575342,Private,0.028216926,Assoc-voc,0.169491525,Married-civ-spouse,Other-service,Husband,White,Male,0.397959184,Puerto-Rico,<=50K
0.328767123,Others,0.090142581,HS-grad,0.13559322,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.479591837,United-States,<=50K
0.178082192,Private,0.117883261,HS-grad,0.13559322,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.397959184,United-States,<=50K
0.178082192,Private,0.030355953,Bachelors,0.203389831,Married-civ-spouse,Sales,Husband,White,Male,0.397959184,United-States,<=50K
0.424657534,Private,0.09168562,HS-grad,0.13559322,Married-civ-spouse,Transport-moving,Husband,White,Male,0.397959184,United-States,<=50K
0.342465753,Private,0.069228555,Doctorate,0.254237288,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.448979592,United-States,>50K
0.164383562,Private,0.06172155,Some-college,0.152542373,Divorced,Tech-support,Not-in-family,White,Male,0.581632653,United-States,<=50K
0.260273973,Private,0.095697657,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,<=50K
0.150684932,Private,0.11450123,Some-college,0.152542373,Divorced,Adm-clerical,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.493150685,Private,0.105432816,HS-grad,0.13559322,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.397959184,United-States,>50K
0.438356164,Self-emp-inc,0.120288306,Some-college,0.152542373,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.5,United-States,>50K
0.02739726,Private,0.058939589,Some-college,0.152542373,Never-married,Prof-specialty,Own-child,White,Male,0.316326531,United-States,<=50K
0.191780822,Private,0.200769206,Bachelors,0.203389831,Separated,Sales,Own-child,Black,Female,0.397959184,United-States,<=50K
0.164383562,Self-emp-not-inc,0.100297518,Bachelors,0.203389831,Married-civ-spouse,Sales,Husband,White,Male,0.704081633,United-States,>50K
0.082191781,Private,0.133893309,Some-college,0.152542373,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.397959184,United-States,<=50K
0.849315068,Private,0.074747572,Some-college,0.152542373,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0.193877551,United-States,<=50K
0.136986301,Private,0.135419338,HS-grad,0.13559322,Never-married,Other-service,Own-child,White,Male,0.397959184,Mexico,<=50K
0.315068493,Private,0.011794585,Assoc-acdm,0.186440678,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.397959184,United-States,<=50K
0.191780822,Others,0.075552429,7th-8th,0.050847458,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.397959184,United-States,<=50K
0.01369863,Private,0.293885607,HS-grad,0.13559322,Never-married,Sales,Not-in-family,White,Male,0.295918367,United-States,<=50K
0.479452055,Private,0.178005303,Bachelors,0.203389831,Married-civ-spouse,Other-service,Husband,White,Male,0.397959184,Cuba,<=50K
0.397260274,Private,0.024996139,HS-grad,0.13559322,Married-civ-spouse,Other-service,Wife,White,Female,0.397959184,United-States,<=50K
0.575342466,Private,0.098691207,HS-grad,0.13559322,Married-civ-spouse,Others,Husband,White,Male,0.479591837,United-States,<=50K
0.369863014,Private,0.223640605,HS-grad,0.13559322,Divorced,Others,Not-in-family,White,Female,0.397959184,United-States,>50K
0.493150685,Private,0.225451703,HS-grad,0.13559322,Divorced,Sales,Own-child,White,Female,0.346938776,United-States,<=50K
0.438356164,Local-gov,0.172371306,HS-grad,0.13559322,Married-civ-spouse,Protective-serv,Husband,White,Male,0.397959184,United-States,>50K
0.219178082,Private,0.127343558,Masters,0.220338983,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.5,United-States,<=50K
0.356164384,Federal-gov,0.269411978,Doctorate,0.254237288,Never-married,Prof-specialty,Not-in-family,White,Female,0.5,United-States,>50K
0.547945205,Private,0.159950117,Assoc-voc,0.169491525,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.397959184,United-States,<=50K
0.273972603,Private,0.1849551,Some-college,0.152542373,Divorced,Craft-repair,Unmarried,White,Female,0.397959184,United-States,<=50K
0.150684932,Private,0.13449542,Some-college,0.152542373,Divorced,Machine-op-inspct,Unmarried,Black,Female,0.244897959,United-States,<=50K
0.164383562,Others,0.068516227,Some-college,0.152542373,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.5,United-States,<=50K
0.424657534,Self-emp-not-inc,0.120013444,Doctorate,0.254237288,Married-civ-spouse,Others,Husband,White,Male,0.602040816,United-States,>50K
0.273972603,Private,0.127773541,Some-college,0.152542373,Married-civ-spouse,Sales,Husband,White,Male,0.479591837,United-States,>50K
0.424657534,Others,0.106282576,Assoc-acdm,0.186440678,Divorced,Exec-managerial,Unmarried,White,Female,0.397959184,England,<=50K
0.808219178,Private,0.074371338,Masters,0.220338983,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.397959184,United-States,>50K
0.369863014,Private,0.124779311,Bachelors,0.203389831,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.602040816,United-States,>50K
0.410958904,Self-emp-not-inc,0.091329116,Masters,0.220338983,Never-married,Prof-specialty,Not-in-family,White,Female,0.5,United-States,<=50K
0.04109589,Private,0.117988035,Some-college,0.152542373,Never-married,Tech-support,Own-child,White,Female,0.397959184,United-States,<=50K
0.205479452,Self-emp-inc,0.205998393,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,>50K
0.178082192,Private,0.12247904,11th,0.101694915,Never-married,Handlers-cleaners,Own-child,White,Male,0.397959184,United-States,<=50K
0.191780822,Local-gov,0.118644575,HS-grad,0.13559322,Never-married,Adm-clerical,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.342465753,Private,0.074712194,HS-grad,0.13559322,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.397959184,United-States,<=50K
0.287671233,Private,0.034321046,Prof-school,0.237288136,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.397959184,United-States,>50K
0.260273973,Private,0.059861467,HS-grad,0.13559322,Never-married,Machine-op-inspct,Own-child,White,Female,0.397959184,United-States,<=50K
0.493150685,Others,0.054951365,9th,0.06779661,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.5,United-States,<=50K
0.534246575,Self-emp-inc,0.196085662,Some-college,0.152542373,Married-civ-spouse,Sales,Husband,White,Male,0.5,United-States,<=50K
0.438356164,Local-gov,0.12415951,Assoc-voc,0.169491525,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.397959184,United-States,>50K
0.068493151,Private,0.059703625,HS-grad,0.13559322,Never-married,Craft-repair,Not-in-family,White,Male,0.408163265,United-States,<=50K
0.054794521,Private,0.125890326,Some-college,0.152542373,Never-married,Other-service,Own-child,White,Female,0.397959184,United-States,<=50K
0.315068493,Private,0.070739618,Bachelors,0.203389831,Married-civ-spouse,Others,Husband,White,Male,0.602040816,United-States,<=50K
0.178082192,Private,0.042362128,Bachelors,0.203389831,Never-married,Exec-managerial,Own-child,Black,Male,0.397959184,Germany,<=50K
0.164383562,State-gov,0.17220462,Bachelors,0.203389831,Married-civ-spouse,Others,Husband,White,Male,0.5,United-States,>50K
0.02739726,Private,0.195076019,Some-college,0.152542373,Never-married,Other-service,Own-child,Black,Male,0.346938776,United-States,<=50K
0.410958904,Private,0.185702127,Bachelors,0.203389831,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.397959184,United-States,>50K
0.04109589,Private,0.065871017,Some-college,0.152542373,Never-married,Adm-clerical,Own-child,White,Female,0.275510204,United-States,<=50K
0.191780822,Private,0.068075359,Assoc-acdm,0.186440678,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.397959184,United-States,Others
0.301369863,Private,0.238709045,Some-college,0.152542373,Divorced,Craft-repair,Not-in-family,White,Male,0.397959184,United-States,<=50K
0.150684932,Others,0.037244519,Assoc-acdm,0.186440678,Never-married,Sales,Not-in-family,White,Female,0.602040816,United-States,<=50K
0.095890411,Private,0.019352618,HS-grad,0.13559322,Never-married,Other-service,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.287671233,Self-emp-not-inc,0.072190128,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.346938776,United-States,<=50K
0.273972603,Private,0.162824605,Bachelors,0.203389831,Married-civ-spouse,Sales,Husband,White,Male,0.5,United-States,<=50K
0.397260274,Private,0.089341807,Assoc-acdm,0.186440678,Divorced,Tech-support,Not-in-family,Black,Female,0.357142857,United-States,<=50K
0.287671233,Federal-gov,0.075556511,Masters,0.220338983,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.397959184,Iran,>50K
0.356164384,Self-emp-not-inc,0.028603366,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.602040816,United-States,<=50K
0.136986301,Private,0.10086153,Assoc-voc,0.169491525,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.346938776,United-States,<=50K
0.04109589,Private,0.013220604,Some-college,0.152542373,Never-married,Others,Own-child,White,Male,0.193877551,United-States,<=50K
0.438356164,Others,0.045648229,Some-college,0.152542373,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.397959184,United-States,>50K
0.602739726,Self-emp-inc,0.0351987,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,<=50K
0.136986301,Private,0.148251461,Some-college,0.152542373,Never-married,Sales,Own-child,White,Female,0.397959184,United-States,<=50K
0.02739726,Others,0.205459554,Some-college,0.152542373,Never-married,Other-service,Own-child,White,Male,0.295918367,Mexico,<=50K
0.726027397,Private,0.061570511,Some-college,0.152542373,Never-married,Tech-support,Other-relative,White,Male,0.397959184,United-States,<=50K
0.068493151,Private,0.109193803,Some-college,0.152542373,Married-civ-spouse,Other-service,Husband,White,Male,0.234693878,United-States,<=50K
0.643835616,Private,0.113179306,11th,0.101694915,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,<=50K
0.410958904,Local-gov,0.116429348,Some-college,0.152542373,Divorced,Adm-clerical,Unmarried,White,Female,0.37755102,Mexico,<=50K
0.232876712,Private,0.124711956,HS-grad,0.13559322,Never-married,Adm-clerical,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.424657534,Private,0.117590029,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.459183673,United-States,<=50K
0.082191781,Private,0.135841837,Bachelors,0.203389831,Never-married,Others,Not-in-family,White,Male,0.397959184,United-States,<=50K
0.739726027,Self-emp-not-inc,0.326123415,Some-college,0.152542373,Separated,Sales,Unmarried,Black,Male,0.010204082,United-States,<=50K
0.164383562,Private,0.120188975,HS-grad,0.13559322,Divorced,Craft-repair,Not-in-family,White,Male,0.602040816,United-States,<=50K
0.342465753,Private,0.145308257,Bachelors,0.203389831,Separated,Other-service,Other-relative,Black,Male,0.5,United-States,<=50K
0.109589041,Private,0.161838094,HS-grad,0.13559322,Never-married,Other-service,Unmarried,White,Female,0.397959184,United-States,<=50K
0.369863014,Self-emp-inc,0.043199642,Masters,0.220338983,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0.397959184,United-States,<=50K
0.150684932,Private,0.050033779,HS-grad,0.13559322,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0.397959184,England,<=50K
0.383561644,Self-emp-not-inc,0.126682936,Masters,0.220338983,Married-civ-spouse,Others,Husband,White,Male,0.397959184,United-States,>50K
0.260273973,Private,0.130817436,Some-college,0.152542373,Divorced,Other-service,Unmarried,White,Female,0.397959184,Mexico,<=50K
0.301369863,Federal-gov,0.150090453,Assoc-acdm,0.186440678,Never-married,Exec-managerial,Not-in-family,White,Male,0.418367347,United-States,<=50K
0.397260274,State-gov,0.059700904,Masters,0.220338983,Widowed,Protective-serv,Unmarried,White,Male,0.397959184,United-States,<=50K
0.01369863,Private,0.007449856,11th,0.101694915,Never-married,Others,Own-child,White,Male,0.153061224,United-States,<=50K
0.671232877,Local-gov,0.027178709,Assoc-voc,0.169491525,Widowed,Prof-specialty,Not-in-family,White,Female,0.193877551,United-States,<=50K
0.136986301,Others,0.074889766,HS-grad,0.13559322,Never-married,Other-service,Not-in-family,White,Male,0.397959184,United-States,<=50K
0.465753425,Private,0.055233711,Some-college,0.152542373,Married-civ-spouse,Sales,Husband,White,Male,0.397959184,United-States,>50K
0.136986301,Private,0.281088863,Bachelors,0.203389831,Never-married,Craft-repair,Not-in-family,White,Male,0.5,United-States,<=50K
0.150684932,State-gov,0.091674735,Bachelors,0.203389831,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.397959184,United-States,>50K
0.136986301,Others,0.162560628,HS-grad,0.13559322,Married-spouse-absent,Sales,Unmarried,White,Female,0.244897959,United-States,<=50K
0.054794521,Private,0.202798016,HS-grad,0.13559322,Never-married,Craft-repair,Own-child,Black,Male,0.397959184,United-States,<=50K
0.232876712,Private,0.319016456,HS-grad,0.13559322,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.397959184,United-States,<=50K
0.01369863,Private,0.115014896,HS-grad,0.13559322,Never-married,Others,Own-child,White,Male,0.112244898,United-States,<=50K
0.369863014,Local-gov,0.113255506,Some-college,0.152542373,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.37755102,United-States,>50K
0.356164384,Private,0.067832473,Some-college,0.152542373,Divorced,Adm-clerical,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.178082192,Private,0.42104547,Some-college,0.152542373,Never-married,Craft-repair,Not-in-family,Black,Male,0.448979592,United-States,<=50K
0.273972603,Federal-gov,0.009644672,Some-college,0.152542373,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.418367347,United-States,>50K
0.232876712,Private,0.196725193,HS-grad,0.13559322,Married-civ-spouse,Others,Husband,Black,Male,0.397959184,United-States,<=50K
0.561643836,State-gov,0.064421867,Doctorate,0.254237288,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,United-States,>50K
0.287671233,Private,0.095483346,Some-college,0.152542373,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0.275510204,United-States,<=50K
0.095890411,Private,0.098439476,Some-college,0.152542373,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.397959184,United-States,<=50K
0.328767123,Local-gov,0.34632103,Bachelors,0.203389831,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.397959184,United-States,<=50K
0.410958904,Private,0.072158832,Some-college,0.152542373,Married-civ-spouse,Tech-support,Husband,White,Male,0.448979592,United-States,<=50K
0.328767123,Federal-gov,0.078840571,Bachelors,0.203389831,Married-civ-spouse,Tech-support,Husband,White,Male,0.234693878,United-States,<=50K
0.082191781,Others,0.124170396,5th-6th,0.033898305,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0.397959184,Mexico,<=50K
0.260273973,Private,0.057487038,Some-college,0.152542373,Divorced,Craft-repair,Not-in-family,White,Male,0.397959184,United-States,<=50K
0.315068493,Federal-gov,0.028518322,Masters,0.220338983,Never-married,Exec-managerial,Not-in-family,White,Female,0.551020408,United-States,>50K
0.246575342,Private,0.08444123,Masters,0.220338983,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0.397959184,United-States,>50K
0.095890411,Self-emp-not-inc,0.012275594,HS-grad,0.13559322,Never-married,Sales,Not-in-family,White,Male,0.397959184,United-States,<=50K
0.123287671,Private,0.260193206,Masters,0.220338983,Never-married,Prof-specialty,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.465753425,Private,0.166308688,Bachelors,0.203389831,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.5,United-States,>50K
0.342465753,Local-gov,0.163243021,Some-college,0.152542373,Never-married,Prof-specialty,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.273972603,Others,0.022678179,HS-grad,0.13559322,Divorced,Adm-clerical,Unmarried,White,Female,0.346938776,United-States,<=50K
0.01369863,Private,0.085238603,11th,0.101694915,Never-married,Sales,Own-child,White,Female,0.397959184,United-States,<=50K
0.260273973,Private,0.077477826,Bachelors,0.203389831,Married-civ-spouse,Other-service,Husband,Black,Male,0.357142857,United-States,>50K
0.246575342,Private,0.014554094,HS-grad,0.13559322,Divorced,Craft-repair,Not-in-family,White,Male,0.602040816,United-States,<=50K
0.561643836,Self-emp-inc,0.133134716,HS-grad,0.13559322,Married-civ-spouse,Others,Wife,White,Female,0.346938776,United-States,>50K
0,Private,0.034350981,11th,0.101694915,Never-married,Sales,Own-child,White,Female,0.112244898,United-States,<=50K
0.369863014,Local-gov,0.099375641,HS-grad,0.13559322,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.397959184,United-States,<=50K
0.273972603,Private,0.131634539,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,>50K
0.589041096,Private,0.048262142,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.397959184,United-States,<=50K
0.273972603,Private,0.422522515,Bachelors,0.203389831,Never-married,Exec-managerial,Not-in-family,Black,Male,0.602040816,United-States,>50K
0.287671233,Private,0.114116151,Bachelors,0.203389831,Married-civ-spouse,Sales,Husband,White,Male,0.5,Poland,<=50K
0.383561644,Private,0.06433138,Bachelors,0.203389831,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.551020408,United-States,<=50K
1,Private,0.025081863,HS-grad,0.13559322,Never-married,Other-service,Not-in-family,Black,Male,0.397959184,United-States,<=50K
0.506849315,Private,0.110083023,HS-grad,0.13559322,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.193877551,United-States,<=50K
0.493150685,Others,0.085371272,Preschool,0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.346938776,United-States,<=50K
0.01369863,Private,0.15541625,HS-grad,0.13559322,Never-married,Sales,Own-child,White,Female,0.397959184,United-States,<=50K
0.671232877,Self-emp-not-inc,0.103963936,HS-grad,0.13559322,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.5,United-States,Others
0.794520548,Private,0.203650498,Assoc-voc,0.169491525,Widowed,Adm-clerical,Not-in-family,White,Female,0.193877551,Columbia,<=50K
0.246575342,Private,0.356303837,11th,0.101694915,Separated,Transport-moving,Not-in-family,Black,Male,0.397959184,United-States,<=50K
0.109589041,Private,0.098551734,Some-college,0.152542373,Never-married,Adm-clerical,Not-in-family,White,Male,0.418367347,United-States,<=50K
0.150684932,Others,0.042070257,Prof-school,0.237288136,Never-married,Prof-specialty,Not-in-family,White,Male,0.551020408,United-States,>50K
0.328767123,Private,0.112435001,Bachelors,0.203389831,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.5,Iran,>50K
0.287671233,Local-gov,0.068169927,Masters,0.220338983,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.704081633,United-States,>50K
0.082191781,Private,0.068429822,HS-grad,0.13559322,Never-married,Transport-moving,Own-child,White,Male,0.397959184,United-States,<=50K
0.315068493,Others,0.226565439,Bachelors,0.203389831,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.397959184,United-States,>50K
0.328767123,Others,0.123227427,HS-grad,0.13559322,Married-civ-spouse,Other-service,Wife,White,Female,0.193877551,United-States,<=50K
0.095890411,State-gov,0.176229583,Assoc-acdm,0.186440678,Married-civ-spouse,Others,Husband,White,Male,0.5,United-States,<=50K
0.561643836,Private,0.150846324,HS-grad,0.13559322,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.448979592,United-States,>50K
0.205479452,Private,0.115005371,HS-grad,0.13559322,Never-married,Other-service,Not-in-family,White,Female,0.336734694,United-States,<=50K
0.315068493,Private,0.131103865,Assoc-acdm,0.186440678,Married-civ-spouse,Tech-support,Husband,White,Male,0.602040816,United-States,>50K
0.328767123,Private,0.066596273,Prof-school,0.237288136,Married-civ-spouse,Others,Wife,White,Female,0.397959184,United-States,>50K
0.342465753,Private,0.255746425,Bachelors,0.203389831,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.397959184,United-States,Others
0.575342466,Local-gov,0.106441098,10th,0.084745763,Widowed,Other-service,Unmarried,Black,Female,0.295918367,United-States,Others
0.02739726,Local-gov,0.008507124,Some-college,0.152542373,Never-married,Others,Own-child,White,Male,0.397959184,United-States,<=50K
0.561643836,Private,0.166098459,Some-college,0.152542373,Never-married,Transport-moving,Not-in-family,White,Male,0.193877551,United-States,<=50K
0.342465753,Self-emp-not-inc,0.196054366,HS-grad,0.13559322,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0.397959184,Cambodia,>50K
0.04109589,Private,0.070015723,HS-grad,0.13559322,Never-married,Other-service,Own-child,White,Female,0.397959184,United-States,<=50K
0.205479452,Others,0.107292219,HS-grad,0.13559322,Separated,Other-service,Not-in-family,White,Female,0.295918367,United-States,<=50K
0.383561644,Others,0.117556692,Assoc-voc,0.169491525,Widowed,Exec-managerial,Not-in-family,White,Female,0.448979592,United-States,<=50K
